ZIPCODE,CITY,STATE_ID,STATE_NAME,CITY_BASE,COUNTRY
29821,Clarks Hill,SC,South Carolina,Edgefield,Estados Unidos
29824,Edgefield,SC,South Carolina,Edgefield,Estados Unidos
29826,Elko,SC,South Carolina,Barnwell,Estados Unidos
29827,Fairfax,SC,South Carolina,Allendale,Estados Unidos
29828,Gloverville,SC,South Carolina,Aiken,Estados Unidos
29829,Graniteville,SC,South Carolina,Aiken,Estados Unidos
29831,Jackson,SC,South Carolina,Aiken,Estados Unidos
29832,Johnston,SC,South Carolina,Edgefield,Estados Unidos
29834,Langley,SC,South Carolina,Aiken,Estados Unidos
29835,McCormick,SC,South Carolina,McCormick,Estados Unidos
29836,Martin,SC,South Carolina,Allendale,Estados Unidos
29838,Modoc,SC,South Carolina,Edgefield,Estados Unidos
29840,Mount Carmel,SC,South Carolina,McCormick,Estados Unidos
29841,North Augusta,SC,South Carolina,Aiken,Estados Unidos
29842,Beech Island,SC,South Carolina,Aiken,Estados Unidos
29843,Olar,SC,South Carolina,Bamberg,Estados Unidos
29844,Parksville,SC,South Carolina,McCormick,Estados Unidos
29845,Plum Branch,SC,South Carolina,McCormick,Estados Unidos
29847,Trenton,SC,South Carolina,Edgefield,Estados Unidos
29848,Troy,SC,South Carolina,McCormick,Estados Unidos
29849,Ulmer,SC,South Carolina,Allendale,Estados Unidos
29851,Warrenville,SC,South Carolina,Aiken,Estados Unidos
29853,Williston,SC,South Carolina,Barnwell,Estados Unidos
29856,Windsor,SC,South Carolina,Aiken,Estados Unidos
29860,North Augusta,SC,South Carolina,Edgefield,Estados Unidos
29899,McCormick,SC,South Carolina,McCormick,Estados Unidos
29902,Beaufort,SC,South Carolina,Beaufort,Estados Unidos
29904,Beaufort,SC,South Carolina,Beaufort,Estados Unidos
29905,Parris Island,SC,South Carolina,Beaufort,Estados Unidos
29906,Beaufort,SC,South Carolina,Beaufort,Estados Unidos
29907,Beaufort,SC,South Carolina,Beaufort,Estados Unidos
29909,Okatie,SC,South Carolina,Beaufort,Estados Unidos
29910,Bluffton,SC,South Carolina,Beaufort,Estados Unidos
29911,Brunson,SC,South Carolina,Hampton,Estados Unidos
29912,Coosawhatchie,SC,South Carolina,Jasper,Estados Unidos
29915,Daufuskie Island,SC,South Carolina,Beaufort,Estados Unidos
29916,Early Branch,SC,South Carolina,Hampton,Estados Unidos
29918,Estill,SC,South Carolina,Hampton,Estados Unidos
29920,Saint Helena Island,SC,South Carolina,Beaufort,Estados Unidos
29921,Furman,SC,South Carolina,Hampton,Estados Unidos
29922,Garnett,SC,South Carolina,Hampton,Estados Unidos
29923,Gifford,SC,South Carolina,Hampton,Estados Unidos
29924,Hampton,SC,South Carolina,Hampton,Estados Unidos
29926,Hilton Head Island,SC,South Carolina,Beaufort,Estados Unidos
29927,Hardeeville,SC,South Carolina,Jasper,Estados Unidos
29928,Hilton Head Island,SC,South Carolina,Beaufort,Estados Unidos
29929,Islandton,SC,South Carolina,Colleton,Estados Unidos
29932,Luray,SC,South Carolina,Allendale,Estados Unidos
29934,Pineland,SC,South Carolina,Jasper,Estados Unidos
29935,Port Royal,SC,South Carolina,Beaufort,Estados Unidos
29936,Ridgeland,SC,South Carolina,Jasper,Estados Unidos
29939,Scotia,SC,South Carolina,Hampton,Estados Unidos
29940,Seabrook,SC,South Carolina,Beaufort,Estados Unidos
29941,Sheldon,SC,South Carolina,Beaufort,Estados Unidos
29943,Tillman,SC,South Carolina,Jasper,Estados Unidos
29944,Varnville,SC,South Carolina,Hampton,Estados Unidos
29945,Yemassee,SC,South Carolina,Colleton,Estados Unidos
30002,Avondale Estates,GA,Georgia,DeKalb,Estados Unidos
30004,Alpharetta,GA,Georgia,Fulton,Estados Unidos
30005,Alpharetta,GA,Georgia,Fulton,Estados Unidos
30008,Marietta,GA,Georgia,Cobb,Estados Unidos
30009,Alpharetta,GA,Georgia,Fulton,Estados Unidos
30011,Auburn,GA,Georgia,Barrow,Estados Unidos
30012,Conyers,GA,Georgia,Rockdale,Estados Unidos
30013,Conyers,GA,Georgia,Rockdale,Estados Unidos
30014,Covington,GA,Georgia,Newton,Estados Unidos
30016,Covington,GA,Georgia,Newton,Estados Unidos
30017,Grayson,GA,Georgia,Gwinnett,Estados Unidos
30018,Jersey,GA,Georgia,Walton,Estados Unidos
30019,Dacula,GA,Georgia,Gwinnett,Estados Unidos
30021,Clarkston,GA,Georgia,DeKalb,Estados Unidos
30022,Alpharetta,GA,Georgia,Fulton,Estados Unidos
30024,Suwanee,GA,Georgia,Gwinnett,Estados Unidos
30025,Social Circle,GA,Georgia,Walton,Estados Unidos
30028,Cumming,GA,Georgia,Forsyth,Estados Unidos
30030,Decatur,GA,Georgia,DeKalb,Estados Unidos
30032,Decatur,GA,Georgia,DeKalb,Estados Unidos
30033,Decatur,GA,Georgia,DeKalb,Estados Unidos
30034,Decatur,GA,Georgia,DeKalb,Estados Unidos
30035,Decatur,GA,Georgia,DeKalb,Estados Unidos
30038,Lithonia,GA,Georgia,DeKalb,Estados Unidos
30039,Snellville,GA,Georgia,Gwinnett,Estados Unidos
30040,Cumming,GA,Georgia,Forsyth,Estados Unidos
30041,Cumming,GA,Georgia,Forsyth,Estados Unidos
30043,Lawrenceville,GA,Georgia,Gwinnett,Estados Unidos
30044,Lawrenceville,GA,Georgia,Gwinnett,Estados Unidos
30045,Lawrenceville,GA,Georgia,Gwinnett,Estados Unidos
30046,Lawrenceville,GA,Georgia,Gwinnett,Estados Unidos
30047,Lilburn,GA,Georgia,Gwinnett,Estados Unidos
30052,Loganville,GA,Georgia,Walton,Estados Unidos
30054,Oxford,GA,Georgia,Newton,Estados Unidos
30055,Mansfield,GA,Georgia,Newton,Estados Unidos
30056,Newborn,GA,Georgia,Jasper,Estados Unidos
30058,Lithonia,GA,Georgia,DeKalb,Estados Unidos
30060,Marietta,GA,Georgia,Cobb,Estados Unidos
30062,Marietta,GA,Georgia,Cobb,Estados Unidos
30064,Marietta,GA,Georgia,Cobb,Estados Unidos
30066,Marietta,GA,Georgia,Cobb,Estados Unidos
30067,Marietta,GA,Georgia,Cobb,Estados Unidos
30068,Marietta,GA,Georgia,Cobb,Estados Unidos
30070,Porterdale,GA,Georgia,Newton,Estados Unidos
30071,Norcross,GA,Georgia,Gwinnett,Estados Unidos
30072,Pine Lake,GA,Georgia,DeKalb,Estados Unidos
30075,Roswell,GA,Georgia,Fulton,Estados Unidos
30076,Roswell,GA,Georgia,Fulton,Estados Unidos
30078,Snellville,GA,Georgia,Gwinnett,Estados Unidos
30079,Scottdale,GA,Georgia,DeKalb,Estados Unidos
30080,Smyrna,GA,Georgia,Cobb,Estados Unidos
30082,Smyrna,GA,Georgia,Cobb,Estados Unidos
30083,Stone Mountain,GA,Georgia,DeKalb,Estados Unidos
30084,Tucker,GA,Georgia,DeKalb,Estados Unidos
30087,Stone Mountain,GA,Georgia,DeKalb,Estados Unidos
30088,Stone Mountain,GA,Georgia,DeKalb,Estados Unidos
30090,Marietta,GA,Georgia,Cobb,Estados Unidos
30092,Peachtree Corners,GA,Georgia,Gwinnett,Estados Unidos
30093,Norcross,GA,Georgia,Gwinnett,Estados Unidos
30094,Conyers,GA,Georgia,Rockdale,Estados Unidos
30096,Duluth,GA,Georgia,Gwinnett,Estados Unidos
30097,Duluth,GA,Georgia,Fulton,Estados Unidos
30101,Acworth,GA,Georgia,Cobb,Estados Unidos
30102,Acworth,GA,Georgia,Cherokee,Estados Unidos
30103,Adairsville,GA,Georgia,Bartow,Estados Unidos
30104,Aragon,GA,Georgia,Polk,Estados Unidos
30105,Armuchee,GA,Georgia,Floyd,Estados Unidos
30106,Austell,GA,Georgia,Cobb,Estados Unidos
30107,Ball Ground,GA,Georgia,Cherokee,Estados Unidos
30108,Bowdon,GA,Georgia,Carroll,Estados Unidos
30110,Bremen,GA,Georgia,Haralson,Estados Unidos
30111,Clarkdale,GA,Georgia,Cobb,Estados Unidos
30113,Buchanan,GA,Georgia,Haralson,Estados Unidos
30114,Canton,GA,Georgia,Cherokee,Estados Unidos
30115,Canton,GA,Georgia,Cherokee,Estados Unidos
30116,Carrollton,GA,Georgia,Carroll,Estados Unidos
30117,Carrollton,GA,Georgia,Carroll,Estados Unidos
30118,Carrollton,GA,Georgia,Carroll,Estados Unidos
30120,Cartersville,GA,Georgia,Bartow,Estados Unidos
30121,Cartersville,GA,Georgia,Bartow,Estados Unidos
30122,Lithia Springs,GA,Georgia,Douglas,Estados Unidos
30124,Cave Spring,GA,Georgia,Floyd,Estados Unidos
30125,Cedartown,GA,Georgia,Polk,Estados Unidos
30126,Mableton,GA,Georgia,Cobb,Estados Unidos
30127,Powder Springs,GA,Georgia,Cobb,Estados Unidos
30132,Dallas,GA,Georgia,Paulding,Estados Unidos
30134,Douglasville,GA,Georgia,Douglas,Estados Unidos
30135,Douglasville,GA,Georgia,Douglas,Estados Unidos
30137,Emerson,GA,Georgia,Bartow,Estados Unidos
30139,Fairmount,GA,Georgia,Gordon,Estados Unidos
30141,Hiram,GA,Georgia,Paulding,Estados Unidos
30143,Jasper,GA,Georgia,Pickens,Estados Unidos
30144,Kennesaw,GA,Georgia,Cobb,Estados Unidos
30145,Kingston,GA,Georgia,Bartow,Estados Unidos
30147,Lindale,GA,Georgia,Floyd,Estados Unidos
30148,Marble Hill,GA,Georgia,Dawson,Estados Unidos
30149,Mount Berry,GA,Georgia,Floyd,Estados Unidos
30152,Kennesaw,GA,Georgia,Cobb,Estados Unidos
30153,Rockmart,GA,Georgia,Polk,Estados Unidos
30157,Dallas,GA,Georgia,Paulding,Estados Unidos
30161,Rome,GA,Georgia,Floyd,Estados Unidos
30165,Rome,GA,Georgia,Floyd,Estados Unidos
30168,Austell,GA,Georgia,Cobb,Estados Unidos
30170,Roopville,GA,Georgia,Carroll,Estados Unidos
30171,Rydal,GA,Georgia,Bartow,Estados Unidos
30173,Silver Creek,GA,Georgia,Floyd,Estados Unidos
30175,Talking Rock,GA,Georgia,Pickens,Estados Unidos
30176,Tallapoosa,GA,Georgia,Haralson,Estados Unidos
30177,Tate,GA,Georgia,Pickens,Estados Unidos
30178,Taylorsville,GA,Georgia,Bartow,Estados Unidos
30179,Temple,GA,Georgia,Carroll,Estados Unidos
30180,Villa Rica,GA,Georgia,Carroll,Estados Unidos
30182,Waco,GA,Georgia,Carroll,Estados Unidos
30183,Waleska,GA,Georgia,Cherokee,Estados Unidos
30184,White,GA,Georgia,Bartow,Estados Unidos
30185,Whitesburg,GA,Georgia,Carroll,Estados Unidos
30187,Winston,GA,Georgia,Douglas,Estados Unidos
30188,Woodstock,GA,Georgia,Cherokee,Estados Unidos
30189,Woodstock,GA,Georgia,Cherokee,Estados Unidos
30204,Barnesville,GA,Georgia,Lamar,Estados Unidos
30205,Brooks,GA,Georgia,Fayette,Estados Unidos
30206,Concord,GA,Georgia,Pike,Estados Unidos
30213,Fairburn,GA,Georgia,Fulton,Estados Unidos
30214,Fayetteville,GA,Georgia,Fayette,Estados Unidos
30215,Fayetteville,GA,Georgia,Fayette,Estados Unidos
30216,Flovilla,GA,Georgia,Butts,Estados Unidos
30217,Franklin,GA,Georgia,Heard,Estados Unidos
30218,Gay,GA,Georgia,Meriwether,Estados Unidos
30220,Grantville,GA,Georgia,Coweta,Estados Unidos
30222,Greenville,GA,Georgia,Meriwether,Estados Unidos
30223,Griffin,GA,Georgia,Spalding,Estados Unidos
30224,Griffin,GA,Georgia,Spalding,Estados Unidos
30228,Hampton,GA,Georgia,Henry,Estados Unidos
30229,Haralson,GA,Georgia,Coweta,Estados Unidos
30230,Hogansville,GA,Georgia,Troup,Estados Unidos
30233,Jackson,GA,Georgia,Butts,Estados Unidos
30234,Jenkinsburg,GA,Georgia,Butts,Estados Unidos
30236,Jonesboro,GA,Georgia,Clayton,Estados Unidos
30238,Jonesboro,GA,Georgia,Clayton,Estados Unidos
30240,Lagrange,GA,Georgia,Troup,Estados Unidos
30241,Lagrange,GA,Georgia,Troup,Estados Unidos
30248,Locust Grove,GA,Georgia,Henry,Estados Unidos
30250,Lovejoy,GA,Georgia,Clayton,Estados Unidos
30251,Luthersville,GA,Georgia,Meriwether,Estados Unidos
30252,Mcdonough,GA,Georgia,Henry,Estados Unidos
30253,Mcdonough,GA,Georgia,Henry,Estados Unidos
30256,Meansville,GA,Georgia,Pike,Estados Unidos
30257,Milner,GA,Georgia,Lamar,Estados Unidos
30258,Molena,GA,Georgia,Pike,Estados Unidos
30259,Moreland,GA,Georgia,Coweta,Estados Unidos
30260,Morrow,GA,Georgia,Clayton,Estados Unidos
30263,Newnan,GA,Georgia,Coweta,Estados Unidos
30265,Newnan,GA,Georgia,Coweta,Estados Unidos
30268,Palmetto,GA,Georgia,Fulton,Estados Unidos
30269,Peachtree City,GA,Georgia,Fayette,Estados Unidos
30272,Red Oak,GA,Georgia,Fulton,Estados Unidos
30273,Rex,GA,Georgia,Clayton,Estados Unidos
30274,Riverdale,GA,Georgia,Clayton,Estados Unidos
30275,Sargent,GA,Georgia,Coweta,Estados Unidos
30276,Senoia,GA,Georgia,Coweta,Estados Unidos
30277,Sharpsburg,GA,Georgia,Coweta,Estados Unidos
30281,Stockbridge,GA,Georgia,Henry,Estados Unidos
30284,Sunny Side,GA,Georgia,Spalding,Estados Unidos
30285,The Rock,GA,Georgia,Upson,Estados Unidos
30286,Thomaston,GA,Georgia,Upson,Estados Unidos
30288,Conley,GA,Georgia,DeKalb,Estados Unidos
30289,Turin,GA,Georgia,Coweta,Estados Unidos
30290,Tyrone,GA,Georgia,Fayette,Estados Unidos
30291,Union City,GA,Georgia,Fulton,Estados Unidos
30292,Williamson,GA,Georgia,Pike,Estados Unidos
30293,Woodbury,GA,Georgia,Meriwether,Estados Unidos
30294,Ellenwood,GA,Georgia,DeKalb,Estados Unidos
30295,Zebulon,GA,Georgia,Pike,Estados Unidos
30296,Riverdale,GA,Georgia,Clayton,Estados Unidos
30297,Forest Park,GA,Georgia,Clayton,Estados Unidos
30303,Atlanta,GA,Georgia,Fulton,Estados Unidos
30305,Atlanta,GA,Georgia,Fulton,Estados Unidos
30306,Atlanta,GA,Georgia,Fulton,Estados Unidos
30307,Atlanta,GA,Georgia,DeKalb,Estados Unidos
30308,Atlanta,GA,Georgia,Fulton,Estados Unidos
30309,Atlanta,GA,Georgia,Fulton,Estados Unidos
30310,Atlanta,GA,Georgia,Fulton,Estados Unidos
30311,Atlanta,GA,Georgia,Fulton,Estados Unidos
30312,Atlanta,GA,Georgia,Fulton,Estados Unidos
30313,Atlanta,GA,Georgia,Fulton,Estados Unidos
30314,Atlanta,GA,Georgia,Fulton,Estados Unidos
30315,Atlanta,GA,Georgia,Fulton,Estados Unidos
30316,Atlanta,GA,Georgia,DeKalb,Estados Unidos
30317,Atlanta,GA,Georgia,DeKalb,Estados Unidos
30318,Atlanta,GA,Georgia,Fulton,Estados Unidos
30319,Atlanta,GA,Georgia,DeKalb,Estados Unidos
30322,Atlanta,GA,Georgia,DeKalb,Estados Unidos
30324,Atlanta,GA,Georgia,Fulton,Estados Unidos
30326,Atlanta,GA,Georgia,Fulton,Estados Unidos
30327,Atlanta,GA,Georgia,Fulton,Estados Unidos
30328,Atlanta,GA,Georgia,Fulton,Estados Unidos
30329,Atlanta,GA,Georgia,DeKalb,Estados Unidos
30331,Atlanta,GA,Georgia,Fulton,Estados Unidos
30332,Atlanta,GA,Georgia,Fulton,Estados Unidos
30334,Atlanta,GA,Georgia,Fulton,Estados Unidos
30336,Atlanta,GA,Georgia,Fulton,Estados Unidos
30337,Atlanta,GA,Georgia,Fulton,Estados Unidos
30338,Atlanta,GA,Georgia,DeKalb,Estados Unidos
30339,Atlanta,GA,Georgia,Cobb,Estados Unidos
30340,Atlanta,GA,Georgia,DeKalb,Estados Unidos
30341,Atlanta,GA,Georgia,DeKalb,Estados Unidos
30342,Atlanta,GA,Georgia,Fulton,Estados Unidos
30344,Atlanta,GA,Georgia,Fulton,Estados Unidos
30345,Atlanta,GA,Georgia,DeKalb,Estados Unidos
30346,Atlanta,GA,Georgia,DeKalb,Estados Unidos
30349,Atlanta,GA,Georgia,Fulton,Estados Unidos
30350,Atlanta,GA,Georgia,Fulton,Estados Unidos
30354,Atlanta,GA,Georgia,Fulton,Estados Unidos
30360,Atlanta,GA,Georgia,DeKalb,Estados Unidos
30363,Atlanta,GA,Georgia,Fulton,Estados Unidos
30401,Swainsboro,GA,Georgia,Emanuel,Estados Unidos
30410,Ailey,GA,Georgia,Montgomery,Estados Unidos
30411,Alamo,GA,Georgia,Wheeler,Estados Unidos
30412,Alston,GA,Georgia,Montgomery,Estados Unidos
30413,Bartow,GA,Georgia,Jefferson,Estados Unidos
30414,Bellville,GA,Georgia,Evans,Estados Unidos
30415,Brooklet,GA,Georgia,Bulloch,Estados Unidos
30417,Claxton,GA,Georgia,Evans,Estados Unidos
30420,Cobbtown,GA,Georgia,Candler,Estados Unidos
30421,Collins,GA,Georgia,Tattnall,Estados Unidos
30423,Daisy,GA,Georgia,Evans,Estados Unidos
30425,Garfield,GA,Georgia,Emanuel,Estados Unidos
30426,Girard,GA,Georgia,Burke,Estados Unidos
30427,Glennville,GA,Georgia,Tattnall,Estados Unidos
30428,Glenwood,GA,Georgia,Wheeler,Estados Unidos
30429,Hagan,GA,Georgia,Evans,Estados Unidos
30434,Louisville,GA,Georgia,Jefferson,Estados Unidos
30436,Lyons,GA,Georgia,Toombs,Estados Unidos
30439,Metter,GA,Georgia,Candler,Estados Unidos
30441,Midville,GA,Georgia,Emanuel,Estados Unidos
30442,Millen,GA,Georgia,Jenkins,Estados Unidos
30445,Mount Vernon,GA,Georgia,Montgomery,Estados Unidos
30446,Newington,GA,Georgia,Screven,Estados Unidos
30448,Nunez,GA,Georgia,Emanuel,Estados Unidos
30449,Oliver,GA,Georgia,Screven,Estados Unidos
30450,Portal,GA,Georgia,Bulloch,Estados Unidos
30451,Pulaski,GA,Georgia,Candler,Estados Unidos
30452,Register,GA,Georgia,Bulloch,Estados Unidos
30453,Reidsville,GA,Georgia,Tattnall,Estados Unidos
30454,Rockledge,GA,Georgia,Laurens,Estados Unidos
30455,Rocky Ford,GA,Georgia,Screven,Estados Unidos
30456,Sardis,GA,Georgia,Burke,Estados Unidos
30457,Soperton,GA,Georgia,Treutlen,Estados Unidos
30458,Statesboro,GA,Georgia,Bulloch,Estados Unidos
30460,Statesboro,GA,Georgia,Bulloch,Estados Unidos
30461,Statesboro,GA,Georgia,Bulloch,Estados Unidos
30464,Stillmore,GA,Georgia,Emanuel,Estados Unidos
30467,Sylvania,GA,Georgia,Screven,Estados Unidos
30470,Tarrytown,GA,Georgia,Montgomery,Estados Unidos
30471,Twin City,GA,Georgia,Emanuel,Estados Unidos
30473,Uvalda,GA,Georgia,Toombs,Estados Unidos
30474,Vidalia,GA,Georgia,Toombs,Estados Unidos
30477,Wadley,GA,Georgia,Jefferson,Estados Unidos
30501,Gainesville,GA,Georgia,Hall,Estados Unidos
30504,Gainesville,GA,Georgia,Hall,Estados Unidos
30506,Gainesville,GA,Georgia,Hall,Estados Unidos
30507,Gainesville,GA,Georgia,Hall,Estados Unidos
30510,Alto,GA,Georgia,Banks,Estados Unidos
30511,Baldwin,GA,Georgia,Banks,Estados Unidos
30512,Blairsville,GA,Georgia,Union,Estados Unidos
30513,Blue Ridge,GA,Georgia,Fannin,Estados Unidos
30516,Bowersville,GA,Georgia,Hart,Estados Unidos
30517,Braselton,GA,Georgia,Jackson,Estados Unidos
30518,Buford,GA,Georgia,Gwinnett,Estados Unidos
30519,Buford,GA,Georgia,Gwinnett,Estados Unidos
30520,Canon,GA,Georgia,Hart,Estados Unidos
30521,Carnesville,GA,Georgia,Franklin,Estados Unidos
30522,Cherry Log,GA,Georgia,Gilmer,Estados Unidos
30523,Clarkesville,GA,Georgia,Habersham,Estados Unidos
30525,Clayton,GA,Georgia,Rabun,Estados Unidos
30527,Clermont,GA,Georgia,Hall,Estados Unidos
30528,Cleveland,GA,Georgia,White,Estados Unidos
30529,Commerce,GA,Georgia,Jackson,Estados Unidos
30530,Commerce,GA,Georgia,Banks,Estados Unidos
30531,Cornelia,GA,Georgia,Habersham,Estados Unidos
30533,Dahlonega,GA,Georgia,Lumpkin,Estados Unidos
30534,Dawsonville,GA,Georgia,Dawson,Estados Unidos
30535,Demorest,GA,Georgia,Habersham,Estados Unidos
30536,Ellijay,GA,Georgia,Gilmer,Estados Unidos
30537,Dillard,GA,Georgia,Rabun,Estados Unidos
30538,Eastanollee,GA,Georgia,Stephens,Estados Unidos
30539,East Ellijay,GA,Georgia,Gilmer,Estados Unidos
30540,Ellijay,GA,Georgia,Gilmer,Estados Unidos
30541,Epworth,GA,Georgia,Fannin,Estados Unidos
30542,Flowery Branch,GA,Georgia,Hall,Estados Unidos
30543,Gillsville,GA,Georgia,Hall,Estados Unidos
30545,Helen,GA,Georgia,White,Estados Unidos
30546,Hiawassee,GA,Georgia,Towns,Estados Unidos
30547,Homer,GA,Georgia,Banks,Estados Unidos
30548,Hoschton,GA,Georgia,Jackson,Estados Unidos
30549,Jefferson,GA,Georgia,Jackson,Estados Unidos
30552,Lakemont,GA,Georgia,Rabun,Estados Unidos
30553,Lavonia,GA,Georgia,Franklin,Estados Unidos
30554,Lula,GA,Georgia,Hall,Estados Unidos
30555,McCaysville,GA,Georgia,Fannin,Estados Unidos
30557,Martin,GA,Georgia,Franklin,Estados Unidos
30558,Maysville,GA,Georgia,Jackson,Estados Unidos
30559,Mineral Bluff,GA,Georgia,Fannin,Estados Unidos
30560,Morganton,GA,Georgia,Fannin,Estados Unidos
30562,Mountain City,GA,Georgia,Rabun,Estados Unidos
30563,Mount Airy,GA,Georgia,Habersham,Estados Unidos
30564,Murrayville,GA,Georgia,Hall,Estados Unidos
30565,Nicholson,GA,Georgia,Jackson,Estados Unidos
30566,Oakwood,GA,Georgia,Hall,Estados Unidos
30567,Pendergrass,GA,Georgia,Jackson,Estados Unidos
30568,Rabun Gap,GA,Georgia,Rabun,Estados Unidos
30571,Sautee Nacoochee,GA,Georgia,White,Estados Unidos
30572,Suches,GA,Georgia,Union,Estados Unidos
30573,Tallulah Falls,GA,Georgia,Rabun,Estados Unidos
30575,Talmo,GA,Georgia,Jackson,Estados Unidos
30576,Tiger,GA,Georgia,Rabun,Estados Unidos
30577,Toccoa,GA,Georgia,Stephens,Estados Unidos
30581,Wiley,GA,Georgia,Rabun,Estados Unidos
30582,Young Harris,GA,Georgia,Towns,Estados Unidos
30597,Dahlonega,GA,Georgia,Lumpkin,Estados Unidos
30598,Toccoa Falls,GA,Georgia,Stephens,Estados Unidos
30601,Athens,GA,Georgia,Clarke,Estados Unidos
30602,Athens,GA,Georgia,Clarke,Estados Unidos
30605,Athens,GA,Georgia,Clarke,Estados Unidos
30606,Athens,GA,Georgia,Clarke,Estados Unidos
30607,Athens,GA,Georgia,Jackson,Estados Unidos
30609,Athens,GA,Georgia,Clarke,Estados Unidos
30619,Arnoldsville,GA,Georgia,Oglethorpe,Estados Unidos
30620,Bethlehem,GA,Georgia,Barrow,Estados Unidos
30621,Bishop,GA,Georgia,Oconee,Estados Unidos
30622,Bogart,GA,Georgia,Oconee,Estados Unidos
30623,Bostwick,GA,Georgia,Morgan,Estados Unidos
30624,Bowman,GA,Georgia,Elbert,Estados Unidos
30625,Buckhead,GA,Georgia,Morgan,Estados Unidos
30627,Carlton,GA,Georgia,Oglethorpe,Estados Unidos
30628,Colbert,GA,Georgia,Madison,Estados Unidos
30629,Comer,GA,Georgia,Madison,Estados Unidos
30630,Crawford,GA,Georgia,Oglethorpe,Estados Unidos
30631,Crawfordville,GA,Georgia,Taliaferro,Estados Unidos
30633,Danielsville,GA,Georgia,Madison,Estados Unidos
30634,Dewy Rose,GA,Georgia,Elbert,Estados Unidos
30635,Elberton,GA,Georgia,Elbert,Estados Unidos
30639,Franklin Springs,GA,Georgia,Franklin,Estados Unidos
30641,Good Hope,GA,Georgia,Walton,Estados Unidos
30642,Greensboro,GA,Georgia,Greene,Estados Unidos
30643,Hartwell,GA,Georgia,Hart,Estados Unidos
30646,Hull,GA,Georgia,Madison,Estados Unidos
30648,Lexington,GA,Georgia,Oglethorpe,Estados Unidos
30650,Madison,GA,Georgia,Morgan,Estados Unidos
30655,Monroe,GA,Georgia,Walton,Estados Unidos
30656,Monroe,GA,Georgia,Walton,Estados Unidos
30660,Rayle,GA,Georgia,Wilkes,Estados Unidos
30662,Royston,GA,Georgia,Franklin,Estados Unidos
30663,Rutledge,GA,Georgia,Morgan,Estados Unidos
30664,Sharon,GA,Georgia,Taliaferro,Estados Unidos
30665,Siloam,GA,Georgia,Greene,Estados Unidos
30666,Statham,GA,Georgia,Barrow,Estados Unidos
30667,Stephens,GA,Georgia,Oglethorpe,Estados Unidos
30668,Tignall,GA,Georgia,Wilkes,Estados Unidos
30669,Union Point,GA,Georgia,Greene,Estados Unidos
30673,Washington,GA,Georgia,Wilkes,Estados Unidos
30677,Watkinsville,GA,Georgia,Oconee,Estados Unidos
30678,White Plains,GA,Georgia,Greene,Estados Unidos
30680,Winder,GA,Georgia,Barrow,Estados Unidos
30683,Winterville,GA,Georgia,Oglethorpe,Estados Unidos
30701,Calhoun,GA,Georgia,Gordon,Estados Unidos
30705,Chatsworth,GA,Georgia,Murray,Estados Unidos
30707,Chickamauga,GA,Georgia,Walker,Estados Unidos
30708,Cisco,GA,Georgia,Murray,Estados Unidos
30710,Cohutta,GA,Georgia,Whitfield,Estados Unidos
30711,Crandall,GA,Georgia,Murray,Estados Unidos
30720,Dalton,GA,Georgia,Whitfield,Estados Unidos
30721,Dalton,GA,Georgia,Whitfield,Estados Unidos
30724,Eton,GA,Georgia,Murray,Estados Unidos
30725,Flintstone,GA,Georgia,Walker,Estados Unidos
30726,Graysville,GA,Georgia,Catoosa,Estados Unidos
30728,La Fayette,GA,Georgia,Walker,Estados Unidos
30730,Lyerly,GA,Georgia,Chattooga,Estados Unidos
30731,Menlo,GA,Georgia,Chattooga,Estados Unidos
30733,Plainville,GA,Georgia,Gordon,Estados Unidos
30734,Ranger,GA,Georgia,Gordon,Estados Unidos
30735,Resaca,GA,Georgia,Gordon,Estados Unidos
30736,Ringgold,GA,Georgia,Catoosa,Estados Unidos
30738,Rising Fawn,GA,Georgia,Dade,Estados Unidos
30739,Rock Spring,GA,Georgia,Walker,Estados Unidos
30740,Rocky Face,GA,Georgia,Whitfield,Estados Unidos
30741,Rossville,GA,Georgia,Walker,Estados Unidos
30742,Fort Oglethorpe,GA,Georgia,Catoosa,Estados Unidos
30746,Sugar Valley,GA,Georgia,Gordon,Estados Unidos
30747,Summerville,GA,Georgia,Chattooga,Estados Unidos
30750,Lookout Mountain,GA,Georgia,Walker,Estados Unidos
30751,Tennga,GA,Georgia,Murray,Estados Unidos
30752,Trenton,GA,Georgia,Dade,Estados Unidos
30753,Trion,GA,Georgia,Chattooga,Estados Unidos
30755,Tunnel Hill,GA,Georgia,Whitfield,Estados Unidos
30756,Varnell,GA,Georgia,Whitfield,Estados Unidos
30757,Wildwood,GA,Georgia,Dade,Estados Unidos
30802,Appling,GA,Georgia,Columbia,Estados Unidos
30803,Avera,GA,Georgia,Jefferson,Estados Unidos
30805,Blythe,GA,Georgia,Richmond,Estados Unidos
30807,Camak,GA,Georgia,Warren,Estados Unidos
30808,Dearing,GA,Georgia,McDuffie,Estados Unidos
30809,Evans,GA,Georgia,Columbia,Estados Unidos
30810,Gibson,GA,Georgia,Glascock,Estados Unidos
30812,Gracewood,GA,Georgia,Richmond,Estados Unidos
30813,Grovetown,GA,Georgia,Columbia,Estados Unidos
30814,Harlem,GA,Georgia,Columbia,Estados Unidos
30815,Hephzibah,GA,Georgia,Richmond,Estados Unidos
