ZIPCODE,CITY,STATE_ID,STATE_NAME,CITY_BASE,COUNTRY
601,Adjuntas,PR,Puerto Rico,Adjuntas,Estados Unidos
602,Aguada,PR,Puerto Rico,Aguada,Estados Unidos
603,Aguadilla,PR,Puerto Rico,Aguadilla,Estados Unidos
606,Maricao,PR,Puerto Rico,Maricao,Estados Unidos
610,Anasco,PR,Puerto Rico,Añasco,Estados Unidos
611,Angeles,PR,Puerto Rico,Utuado,Estados Unidos
612,Arecibo,PR,Puerto Rico,Arecibo,Estados Unidos
616,Bajadero,PR,Puerto Rico,Arecibo,Estados Unidos
617,Barceloneta,PR,Puerto Rico,Barceloneta,Estados Unidos
622,Boqueron,PR,Puerto Rico,Cabo Rojo,Estados Unidos
623,Cabo Rojo,PR,Puerto Rico,Cabo Rojo,Estados Unidos
624,Penuelas,PR,Puerto Rico,Peñuelas,Estados Unidos
627,Camuy,PR,Puerto Rico,Camuy,Estados Unidos
631,Castaner,PR,Puerto Rico,Lares,Estados Unidos
637,Sabana Grande,PR,Puerto Rico,Sabana Grande,Estados Unidos
638,Ciales,PR,Puerto Rico,Ciales,Estados Unidos
641,Utuado,PR,Puerto Rico,Utuado,Estados Unidos
646,Dorado,PR,Puerto Rico,Dorado,Estados Unidos
647,Ensenada,PR,Puerto Rico,Guánica,Estados Unidos
650,Florida,PR,Puerto Rico,Florida,Estados Unidos
652,Garrochales,PR,Puerto Rico,Arecibo,Estados Unidos
653,Guanica,PR,Puerto Rico,Guánica,Estados Unidos
656,Guayanilla,PR,Puerto Rico,Guayanilla,Estados Unidos
659,Hatillo,PR,Puerto Rico,Hatillo,Estados Unidos
660,Hormigueros,PR,Puerto Rico,Hormigueros,Estados Unidos
662,Isabela,PR,Puerto Rico,Isabela,Estados Unidos
664,Jayuya,PR,Puerto Rico,Jayuya,Estados Unidos
667,Lajas,PR,Puerto Rico,Lajas,Estados Unidos
669,Lares,PR,Puerto Rico,Lares,Estados Unidos
670,Las Marias,PR,Puerto Rico,Las Marías,Estados Unidos
674,Manati,PR,Puerto Rico,Manatí,Estados Unidos
676,Moca,PR,Puerto Rico,Moca,Estados Unidos
677,Rincon,PR,Puerto Rico,Rincón,Estados Unidos
678,Quebradillas,PR,Puerto Rico,Quebradillas,Estados Unidos
680,Mayaguez,PR,Puerto Rico,Mayagüez,Estados Unidos
682,Mayaguez,PR,Puerto Rico,Mayagüez,Estados Unidos
683,San German,PR,Puerto Rico,San Germán,Estados Unidos
685,San Sebastian,PR,Puerto Rico,San Sebastián,Estados Unidos
687,Morovis,PR,Puerto Rico,Morovis,Estados Unidos
688,Sabana Hoyos,PR,Puerto Rico,Arecibo,Estados Unidos
690,San Antonio,PR,Puerto Rico,Aguadilla,Estados Unidos
692,Vega Alta,PR,Puerto Rico,Vega Alta,Estados Unidos
693,Vega Baja,PR,Puerto Rico,Vega Baja,Estados Unidos
694,Vega Baja,PR,Puerto Rico,Vega Baja,Estados Unidos
698,Yauco,PR,Puerto Rico,Yauco,Estados Unidos
703,Aguas Buenas,PR,Puerto Rico,Aguas Buenas,Estados Unidos
704,Aguirre,PR,Puerto Rico,Salinas,Estados Unidos
705,Aibonito,PR,Puerto Rico,Aibonito,Estados Unidos
707,Maunabo,PR,Puerto Rico,Maunabo,Estados Unidos
714,Arroyo,PR,Puerto Rico,Arroyo,Estados Unidos
715,Mercedita,PR,Puerto Rico,Ponce,Estados Unidos
716,Ponce,PR,Puerto Rico,Ponce,Estados Unidos
717,Ponce,PR,Puerto Rico,Ponce,Estados Unidos
718,Naguabo,PR,Puerto Rico,Naguabo,Estados Unidos
719,Naranjito,PR,Puerto Rico,Naranjito,Estados Unidos
720,Orocovis,PR,Puerto Rico,Orocovis,Estados Unidos
723,Patillas,PR,Puerto Rico,Patillas,Estados Unidos
725,Caguas,PR,Puerto Rico,Caguas,Estados Unidos
727,Caguas,PR,Puerto Rico,Caguas,Estados Unidos
728,Ponce,PR,Puerto Rico,Ponce,Estados Unidos
729,Canovanas,PR,Puerto Rico,Canóvanas,Estados Unidos
730,Ponce,PR,Puerto Rico,Ponce,Estados Unidos
731,Ponce,PR,Puerto Rico,Ponce,Estados Unidos
735,Ceiba,PR,Puerto Rico,Ceiba,Estados Unidos
736,Cayey,PR,Puerto Rico,Cayey,Estados Unidos
738,Fajardo,PR,Puerto Rico,Fajardo,Estados Unidos
739,Cidra,PR,Puerto Rico,Cidra,Estados Unidos
740,Puerto Real,PR,Puerto Rico,Fajardo,Estados Unidos
741,Punta Santiago,PR,Puerto Rico,Humacao,Estados Unidos
745,Rio Grande,PR,Puerto Rico,Río Grande,Estados Unidos
751,Salinas,PR,Puerto Rico,Salinas,Estados Unidos
754,San Lorenzo,PR,Puerto Rico,San Lorenzo,Estados Unidos
757,Santa Isabel,PR,Puerto Rico,Santa Isabel,Estados Unidos
765,Vieques,PR,Puerto Rico,Vieques,Estados Unidos
766,Villalba,PR,Puerto Rico,Villalba,Estados Unidos
767,Yabucoa,PR,Puerto Rico,Yabucoa,Estados Unidos
769,Coamo,PR,Puerto Rico,Coamo,Estados Unidos
771,Las Piedras,PR,Puerto Rico,Las Piedras,Estados Unidos
772,Loiza,PR,Puerto Rico,Loíza,Estados Unidos
773,Luquillo,PR,Puerto Rico,Luquillo,Estados Unidos
775,Culebra,PR,Puerto Rico,Culebra,Estados Unidos
777,Juncos,PR,Puerto Rico,Juncos,Estados Unidos
778,Gurabo,PR,Puerto Rico,Gurabo,Estados Unidos
780,Coto Laurel,PR,Puerto Rico,Ponce,Estados Unidos
782,Comerio,PR,Puerto Rico,Comerío,Estados Unidos
783,Corozal,PR,Puerto Rico,Corozal,Estados Unidos
784,Guayama,PR,Puerto Rico,Guayama,Estados Unidos
786,La Plata,PR,Puerto Rico,Aibonito,Estados Unidos
791,Humacao,PR,Puerto Rico,Humacao,Estados Unidos
794,Barranquitas,PR,Puerto Rico,Barranquitas,Estados Unidos
795,Juana Diaz,PR,Puerto Rico,Juana Díaz,Estados Unidos
802,St Thomas,VI,Virgin Islands,St. Thomas,Estados Unidos
820,Christiansted,VI,Virgin Islands,St. Croix,Estados Unidos
830,St John,VI,Virgin Islands,St. John,Estados Unidos
840,Frederiksted,VI,Virgin Islands,St. Croix,Estados Unidos
850,Kingshill,VI,Virgin Islands,St. Croix,Estados Unidos
851,Kingshill,VI,Virgin Islands,St. Croix,Estados Unidos
901,San Juan,PR,Puerto Rico,San Juan,Estados Unidos
906,San Juan,PR,Puerto Rico,San Juan,Estados Unidos
907,San Juan,PR,Puerto Rico,San Juan,Estados Unidos
909,San Juan,PR,Puerto Rico,San Juan,Estados Unidos
911,San Juan,PR,Puerto Rico,San Juan,Estados Unidos
912,San Juan,PR,Puerto Rico,San Juan,Estados Unidos
913,San Juan,PR,Puerto Rico,San Juan,Estados Unidos
915,San Juan,PR,Puerto Rico,San Juan,Estados Unidos
917,San Juan,PR,Puerto Rico,San Juan,Estados Unidos
918,San Juan,PR,Puerto Rico,San Juan,Estados Unidos
920,San Juan,PR,Puerto Rico,San Juan,Estados Unidos
921,San Juan,PR,Puerto Rico,San Juan,Estados Unidos
923,San Juan,PR,Puerto Rico,San Juan,Estados Unidos
924,San Juan,PR,Puerto Rico,San Juan,Estados Unidos
925,San Juan,PR,Puerto Rico,San Juan,Estados Unidos
926,San Juan,PR,Puerto Rico,San Juan,Estados Unidos
927,San Juan,PR,Puerto Rico,San Juan,Estados Unidos
934,Fort Buchanan,PR,Puerto Rico,Guaynabo,Estados Unidos
949,Toa Baja,PR,Puerto Rico,Toa Baja,Estados Unidos
950,Toa Baja,PR,Puerto Rico,Dorado,Estados Unidos
951,Toa Baja,PR,Puerto Rico,Toa Baja,Estados Unidos
952,Sabana Seca,PR,Puerto Rico,Toa Baja,Estados Unidos
953,Toa Alta,PR,Puerto Rico,Toa Alta,Estados Unidos
956,Bayamon,PR,Puerto Rico,Bayamón,Estados Unidos
957,Bayamon,PR,Puerto Rico,Bayamón,Estados Unidos
959,Bayamon,PR,Puerto Rico,Bayamón,Estados Unidos
960,Bayamon,PR,Puerto Rico,Bayamón,Estados Unidos
961,Bayamon,PR,Puerto Rico,Bayamón,Estados Unidos
962,Catano,PR,Puerto Rico,Cataño,Estados Unidos
965,Guaynabo,PR,Puerto Rico,Guaynabo,Estados Unidos
966,Guaynabo,PR,Puerto Rico,Guaynabo,Estados Unidos
968,Guaynabo,PR,Puerto Rico,Guaynabo,Estados Unidos
969,Guaynabo,PR,Puerto Rico,Guaynabo,Estados Unidos
971,Guaynabo,PR,Puerto Rico,Guaynabo,Estados Unidos
976,Trujillo Alto,PR,Puerto Rico,Trujillo Alto,Estados Unidos
979,Carolina,PR,Puerto Rico,Carolina,Estados Unidos
982,Carolina,PR,Puerto Rico,Carolina,Estados Unidos
983,Carolina,PR,Puerto Rico,Carolina,Estados Unidos
985,Carolina,PR,Puerto Rico,Carolina,Estados Unidos
987,Carolina,PR,Puerto Rico,Carolina,Estados Unidos
1001,Agawam,MA,Massachusetts,Hampden,Estados Unidos
1002,Amherst,MA,Massachusetts,Hampshire,Estados Unidos
1003,Amherst,MA,Massachusetts,Hampshire,Estados Unidos
1005,Barre,MA,Massachusetts,Worcester,Estados Unidos
1007,Belchertown,MA,Massachusetts,Hampshire,Estados Unidos
1008,Blandford,MA,Massachusetts,Hampden,Estados Unidos
1009,Bondsville,MA,Massachusetts,Hampden,Estados Unidos
1010,Brimfield,MA,Massachusetts,Hampden,Estados Unidos
1011,Chester,MA,Massachusetts,Hampden,Estados Unidos
1012,Chesterfield,MA,Massachusetts,Hampshire,Estados Unidos
1013,Chicopee,MA,Massachusetts,Hampden,Estados Unidos
1020,Chicopee,MA,Massachusetts,Hampden,Estados Unidos
1022,Chicopee,MA,Massachusetts,Hampden,Estados Unidos
1026,Cummington,MA,Massachusetts,Hampshire,Estados Unidos
1027,Easthampton,MA,Massachusetts,Hampshire,Estados Unidos
1028,East Longmeadow,MA,Massachusetts,Hampden,Estados Unidos
1029,East Otis,MA,Massachusetts,Berkshire,Estados Unidos
1030,Feeding Hills,MA,Massachusetts,Hampden,Estados Unidos
1031,Gilbertville,MA,Massachusetts,Worcester,Estados Unidos
1032,Goshen,MA,Massachusetts,Hampshire,Estados Unidos
1033,Granby,MA,Massachusetts,Hampshire,Estados Unidos
1034,Granville,MA,Massachusetts,Hampden,Estados Unidos
1035,Hadley,MA,Massachusetts,Hampshire,Estados Unidos
1036,Hampden,MA,Massachusetts,Hampden,Estados Unidos
1037,Hardwick,MA,Massachusetts,Worcester,Estados Unidos
1038,Hatfield,MA,Massachusetts,Hampshire,Estados Unidos
1039,Haydenville,MA,Massachusetts,Hampshire,Estados Unidos
1040,Holyoke,MA,Massachusetts,Hampden,Estados Unidos
1050,Huntington,MA,Massachusetts,Hampshire,Estados Unidos
1053,Leeds,MA,Massachusetts,Hampshire,Estados Unidos
1054,Leverett,MA,Massachusetts,Franklin,Estados Unidos
1056,Ludlow,MA,Massachusetts,Hampden,Estados Unidos
1057,Monson,MA,Massachusetts,Hampden,Estados Unidos
1060,Northampton,MA,Massachusetts,Hampshire,Estados Unidos
1062,Florence,MA,Massachusetts,Hampshire,Estados Unidos
1063,Northampton,MA,Massachusetts,Hampshire,Estados Unidos
1066,North Hatfield,MA,Massachusetts,Hampshire,Estados Unidos
1068,Oakham,MA,Massachusetts,Worcester,Estados Unidos
1069,Palmer,MA,Massachusetts,Hampden,Estados Unidos
1070,Plainfield,MA,Massachusetts,Hampshire,Estados Unidos
1071,Russell,MA,Massachusetts,Hampden,Estados Unidos
1072,Shutesbury,MA,Massachusetts,Franklin,Estados Unidos
1073,Southampton,MA,Massachusetts,Hampshire,Estados Unidos
1074,South Barre,MA,Massachusetts,Worcester,Estados Unidos
1075,South Hadley,MA,Massachusetts,Hampshire,Estados Unidos
1077,Southwick,MA,Massachusetts,Hampden,Estados Unidos
1079,Thorndike,MA,Massachusetts,Hampden,Estados Unidos
1080,Three Rivers,MA,Massachusetts,Hampden,Estados Unidos
1081,Wales,MA,Massachusetts,Hampden,Estados Unidos
1082,Ware,MA,Massachusetts,Hampshire,Estados Unidos
1083,Warren,MA,Massachusetts,Worcester,Estados Unidos
1084,West Chesterfield,MA,Massachusetts,Hampshire,Estados Unidos
1085,Westfield,MA,Massachusetts,Hampden,Estados Unidos
1088,West Hatfield,MA,Massachusetts,Hampshire,Estados Unidos
1089,West Springfield,MA,Massachusetts,Hampden,Estados Unidos
1092,West Warren,MA,Massachusetts,Worcester,Estados Unidos
1093,Whately,MA,Massachusetts,Franklin,Estados Unidos
1094,Wheelwright,MA,Massachusetts,Worcester,Estados Unidos
1095,Wilbraham,MA,Massachusetts,Hampden,Estados Unidos
1096,Williamsburg,MA,Massachusetts,Hampshire,Estados Unidos
1097,Woronoco,MA,Massachusetts,Hampden,Estados Unidos
1098,Worthington,MA,Massachusetts,Hampshire,Estados Unidos
1103,Springfield,MA,Massachusetts,Hampden,Estados Unidos
1104,Springfield,MA,Massachusetts,Hampden,Estados Unidos
1105,Springfield,MA,Massachusetts,Hampden,Estados Unidos
1106,Longmeadow,MA,Massachusetts,Hampden,Estados Unidos
1107,Springfield,MA,Massachusetts,Hampden,Estados Unidos
1108,Springfield,MA,Massachusetts,Hampden,Estados Unidos
1109,Springfield,MA,Massachusetts,Hampden,Estados Unidos
1118,Springfield,MA,Massachusetts,Hampden,Estados Unidos
1119,Springfield,MA,Massachusetts,Hampden,Estados Unidos
1128,Springfield,MA,Massachusetts,Hampden,Estados Unidos
1129,Springfield,MA,Massachusetts,Hampden,Estados Unidos
1144,Springfield,MA,Massachusetts,Hampden,Estados Unidos
1151,Indian Orchard,MA,Massachusetts,Hampden,Estados Unidos
1201,Pittsfield,MA,Massachusetts,Berkshire,Estados Unidos
1220,Adams,MA,Massachusetts,Berkshire,Estados Unidos
1222,Ashley Falls,MA,Massachusetts,Berkshire,Estados Unidos
1223,Becket,MA,Massachusetts,Berkshire,Estados Unidos
1224,Berkshire,MA,Massachusetts,Berkshire,Estados Unidos
1225,Cheshire,MA,Massachusetts,Berkshire,Estados Unidos
1226,Dalton,MA,Massachusetts,Berkshire,Estados Unidos
1229,Glendale,MA,Massachusetts,Berkshire,Estados Unidos
1230,Great Barrington,MA,Massachusetts,Berkshire,Estados Unidos
1235,Hinsdale,MA,Massachusetts,Berkshire,Estados Unidos
1236,Housatonic,MA,Massachusetts,Berkshire,Estados Unidos
1237,Lanesborough,MA,Massachusetts,Berkshire,Estados Unidos
1238,Lee,MA,Massachusetts,Berkshire,Estados Unidos
1240,Lenox,MA,Massachusetts,Berkshire,Estados Unidos
1242,Lenox Dale,MA,Massachusetts,Berkshire,Estados Unidos
1243,Middlefield,MA,Massachusetts,Hampshire,Estados Unidos
1244,Mill River,MA,Massachusetts,Berkshire,Estados Unidos
1245,Monterey,MA,Massachusetts,Berkshire,Estados Unidos
1247,North Adams,MA,Massachusetts,Berkshire,Estados Unidos
1253,Otis,MA,Massachusetts,Berkshire,Estados Unidos
1254,Richmond,MA,Massachusetts,Berkshire,Estados Unidos
1255,Sandisfield,MA,Massachusetts,Berkshire,Estados Unidos
1256,Savoy,MA,Massachusetts,Berkshire,Estados Unidos
1257,Sheffield,MA,Massachusetts,Berkshire,Estados Unidos
1258,South Egremont,MA,Massachusetts,Berkshire,Estados Unidos
1259,Southfield,MA,Massachusetts,Berkshire,Estados Unidos
1260,South Lee,MA,Massachusetts,Berkshire,Estados Unidos
1262,Stockbridge,MA,Massachusetts,Berkshire,Estados Unidos
1264,Tyringham,MA,Massachusetts,Berkshire,Estados Unidos
1266,West Stockbridge,MA,Massachusetts,Berkshire,Estados Unidos
1267,Williamstown,MA,Massachusetts,Berkshire,Estados Unidos
1270,Windsor,MA,Massachusetts,Berkshire,Estados Unidos
1301,Greenfield,MA,Massachusetts,Franklin,Estados Unidos
1330,Ashfield,MA,Massachusetts,Franklin,Estados Unidos
1331,Athol,MA,Massachusetts,Worcester,Estados Unidos
1337,Bernardston,MA,Massachusetts,Franklin,Estados Unidos
1338,Buckland,MA,Massachusetts,Franklin,Estados Unidos
1339,Charlemont,MA,Massachusetts,Franklin,Estados Unidos
1340,Colrain,MA,Massachusetts,Franklin,Estados Unidos
1341,Conway,MA,Massachusetts,Franklin,Estados Unidos
1342,Deerfield,MA,Massachusetts,Franklin,Estados Unidos
1343,Drury,MA,Massachusetts,Berkshire,Estados Unidos
1344,Erving,MA,Massachusetts,Franklin,Estados Unidos
1346,Heath,MA,Massachusetts,Franklin,Estados Unidos
1347,Lake Pleasant,MA,Massachusetts,Franklin,Estados Unidos
1349,Millers Falls,MA,Massachusetts,Franklin,Estados Unidos
1350,Monroe Bridge,MA,Massachusetts,Franklin,Estados Unidos
1351,Montague,MA,Massachusetts,Franklin,Estados Unidos
1354,Gill,MA,Massachusetts,Franklin,Estados Unidos
1355,New Salem,MA,Massachusetts,Franklin,Estados Unidos
1360,Northfield,MA,Massachusetts,Franklin,Estados Unidos
1364,Orange,MA,Massachusetts,Franklin,Estados Unidos
1366,Petersham,MA,Massachusetts,Worcester,Estados Unidos
1367,Rowe,MA,Massachusetts,Franklin,Estados Unidos
1368,Royalston,MA,Massachusetts,Worcester,Estados Unidos
1370,Shelburne Falls,MA,Massachusetts,Franklin,Estados Unidos
1373,South Deerfield,MA,Massachusetts,Franklin,Estados Unidos
1375,Sunderland,MA,Massachusetts,Franklin,Estados Unidos
1376,Turners Falls,MA,Massachusetts,Franklin,Estados Unidos
1378,Warwick,MA,Massachusetts,Franklin,Estados Unidos
1379,Wendell,MA,Massachusetts,Franklin,Estados Unidos
1380,Wendell Depot,MA,Massachusetts,Franklin,Estados Unidos
1420,Fitchburg,MA,Massachusetts,Worcester,Estados Unidos
1430,Ashburnham,MA,Massachusetts,Worcester,Estados Unidos
1431,Ashby,MA,Massachusetts,Middlesex,Estados Unidos
1432,Ayer,MA,Massachusetts,Middlesex,Estados Unidos
1434,Devens,MA,Massachusetts,Worcester,Estados Unidos
1436,Baldwinville,MA,Massachusetts,Worcester,Estados Unidos
1438,East Templeton,MA,Massachusetts,Worcester,Estados Unidos
1440,Gardner,MA,Massachusetts,Worcester,Estados Unidos
1450,Groton,MA,Massachusetts,Middlesex,Estados Unidos
1451,Harvard,MA,Massachusetts,Worcester,Estados Unidos
1452,Hubbardston,MA,Massachusetts,Worcester,Estados Unidos
1453,Leominster,MA,Massachusetts,Worcester,Estados Unidos
1460,Littleton,MA,Massachusetts,Middlesex,Estados Unidos
1462,Lunenburg,MA,Massachusetts,Worcester,Estados Unidos
1463,Pepperell,MA,Massachusetts,Middlesex,Estados Unidos
1464,Shirley,MA,Massachusetts,Middlesex,Estados Unidos
1468,Templeton,MA,Massachusetts,Worcester,Estados Unidos
1469,Townsend,MA,Massachusetts,Middlesex,Estados Unidos
1473,Westminster,MA,Massachusetts,Worcester,Estados Unidos
1474,West Townsend,MA,Massachusetts,Middlesex,Estados Unidos
1475,Winchendon,MA,Massachusetts,Worcester,Estados Unidos
1501,Auburn,MA,Massachusetts,Worcester,Estados Unidos
1503,Berlin,MA,Massachusetts,Worcester,Estados Unidos
1504,Blackstone,MA,Massachusetts,Worcester,Estados Unidos
1505,Boylston,MA,Massachusetts,Worcester,Estados Unidos
1506,Brookfield,MA,Massachusetts,Worcester,Estados Unidos
1507,Charlton,MA,Massachusetts,Worcester,Estados Unidos
1510,Clinton,MA,Massachusetts,Worcester,Estados Unidos
1515,East Brookfield,MA,Massachusetts,Worcester,Estados Unidos
1516,Douglas,MA,Massachusetts,Worcester,Estados Unidos
1518,Fiskdale,MA,Massachusetts,Worcester,Estados Unidos
1519,Grafton,MA,Massachusetts,Worcester,Estados Unidos
1520,Holden,MA,Massachusetts,Worcester,Estados Unidos
1521,Holland,MA,Massachusetts,Hampden,Estados Unidos
1522,Jefferson,MA,Massachusetts,Worcester,Estados Unidos
1523,Lancaster,MA,Massachusetts,Worcester,Estados Unidos
1524,Leicester,MA,Massachusetts,Worcester,Estados Unidos
1525,Linwood,MA,Massachusetts,Worcester,Estados Unidos
1527,Millbury,MA,Massachusetts,Worcester,Estados Unidos
1529,Millville,MA,Massachusetts,Worcester,Estados Unidos
1531,New Braintree,MA,Massachusetts,Worcester,Estados Unidos
1532,Northborough,MA,Massachusetts,Worcester,Estados Unidos
1534,Northbridge,MA,Massachusetts,Worcester,Estados Unidos
1535,North Brookfield,MA,Massachusetts,Worcester,Estados Unidos
1536,North Grafton,MA,Massachusetts,Worcester,Estados Unidos
1537,North Oxford,MA,Massachusetts,Worcester,Estados Unidos
1540,Oxford,MA,Massachusetts,Worcester,Estados Unidos
1541,Princeton,MA,Massachusetts,Worcester,Estados Unidos
1542,Rochdale,MA,Massachusetts,Worcester,Estados Unidos
1543,Rutland,MA,Massachusetts,Worcester,Estados Unidos
1545,Shrewsbury,MA,Massachusetts,Worcester,Estados Unidos
1550,Southbridge,MA,Massachusetts,Worcester,Estados Unidos
1560,South Grafton,MA,Massachusetts,Worcester,Estados Unidos
1561,South Lancaster,MA,Massachusetts,Worcester,Estados Unidos
1562,Spencer,MA,Massachusetts,Worcester,Estados Unidos
1564,Sterling,MA,Massachusetts,Worcester,Estados Unidos
1566,Sturbridge,MA,Massachusetts,Worcester,Estados Unidos
1568,Upton,MA,Massachusetts,Worcester,Estados Unidos
1569,Uxbridge,MA,Massachusetts,Worcester,Estados Unidos
1570,Webster,MA,Massachusetts,Worcester,Estados Unidos
1571,Dudley,MA,Massachusetts,Worcester,Estados Unidos
1581,Westborough,MA,Massachusetts,Worcester,Estados Unidos
1583,West Boylston,MA,Massachusetts,Worcester,Estados Unidos
1585,West Brookfield,MA,Massachusetts,Worcester,Estados Unidos
1588,Whitinsville,MA,Massachusetts,Worcester,Estados Unidos
1590,Sutton,MA,Massachusetts,Worcester,Estados Unidos
1602,Worcester,MA,Massachusetts,Worcester,Estados Unidos
1603,Worcester,MA,Massachusetts,Worcester,Estados Unidos
1604,Worcester,MA,Massachusetts,Worcester,Estados Unidos
1605,Worcester,MA,Massachusetts,Worcester,Estados Unidos
1606,Worcester,MA,Massachusetts,Worcester,Estados Unidos
1607,Worcester,MA,Massachusetts,Worcester,Estados Unidos
1608,Worcester,MA,Massachusetts,Worcester,Estados Unidos
1609,Worcester,MA,Massachusetts,Worcester,Estados Unidos
1610,Worcester,MA,Massachusetts,Worcester,Estados Unidos
1611,Cherry Valley,MA,Massachusetts,Worcester,Estados Unidos
1612,Paxton,MA,Massachusetts,Worcester,Estados Unidos
1701,Framingham,MA,Massachusetts,Middlesex,Estados Unidos
1702,Framingham,MA,Massachusetts,Middlesex,Estados Unidos
1718,Acton,MA,Massachusetts,Middlesex,Estados Unidos
1719,Boxborough,MA,Massachusetts,Middlesex,Estados Unidos
1720,Acton,MA,Massachusetts,Middlesex,Estados Unidos
1721,Ashland,MA,Massachusetts,Middlesex,Estados Unidos
1730,Bedford,MA,Massachusetts,Middlesex,Estados Unidos
1731,Hanscom Afb,MA,Massachusetts,Middlesex,Estados Unidos
1740,Bolton,MA,Massachusetts,Worcester,Estados Unidos
1741,Carlisle,MA,Massachusetts,Middlesex,Estados Unidos
1742,Concord,MA,Massachusetts,Middlesex,Estados Unidos
1745,Fayville,MA,Massachusetts,Worcester,Estados Unidos
1746,Holliston,MA,Massachusetts,Middlesex,Estados Unidos
1747,Hopedale,MA,Massachusetts,Worcester,Estados Unidos
1748,Hopkinton,MA,Massachusetts,Middlesex,Estados Unidos
1749,Hudson,MA,Massachusetts,Middlesex,Estados Unidos
1752,Marlborough,MA,Massachusetts,Middlesex,Estados Unidos
1754,Maynard,MA,Massachusetts,Middlesex,Estados Unidos
1756,Mendon,MA,Massachusetts,Worcester,Estados Unidos
1757,Milford,MA,Massachusetts,Worcester,Estados Unidos
1760,Natick,MA,Massachusetts,Middlesex,Estados Unidos
1770,Sherborn,MA,Massachusetts,Middlesex,Estados Unidos
1772,Southborough,MA,Massachusetts,Worcester,Estados Unidos
1773,Lincoln,MA,Massachusetts,Middlesex,Estados Unidos
1775,Stow,MA,Massachusetts,Middlesex,Estados Unidos
1776,Sudbury,MA,Massachusetts,Middlesex,Estados Unidos
1778,Wayland,MA,Massachusetts,Middlesex,Estados Unidos
1801,Woburn,MA,Massachusetts,Middlesex,Estados Unidos
1803,Burlington,MA,Massachusetts,Middlesex,Estados Unidos
1810,Andover,MA,Massachusetts,Essex,Estados Unidos
1821,Billerica,MA,Massachusetts,Middlesex,Estados Unidos
1824,Chelmsford,MA,Massachusetts,Middlesex,Estados Unidos
1826,Dracut,MA,Massachusetts,Middlesex,Estados Unidos
1827,Dunstable,MA,Massachusetts,Middlesex,Estados Unidos
1830,Haverhill,MA,Massachusetts,Essex,Estados Unidos
1832,Haverhill,MA,Massachusetts,Essex,Estados Unidos
1833,Georgetown,MA,Massachusetts,Essex,Estados Unidos
1834,Groveland,MA,Massachusetts,Essex,Estados Unidos
1835,Haverhill,MA,Massachusetts,Essex,Estados Unidos
1840,Lawrence,MA,Massachusetts,Essex,Estados Unidos
1841,Lawrence,MA,Massachusetts,Essex,Estados Unidos
1843,Lawrence,MA,Massachusetts,Essex,Estados Unidos
1844,Methuen,MA,Massachusetts,Essex,Estados Unidos
1845,North Andover,MA,Massachusetts,Essex,Estados Unidos
1850,Lowell,MA,Massachusetts,Middlesex,Estados Unidos
1851,Lowell,MA,Massachusetts,Middlesex,Estados Unidos
1852,Lowell,MA,Massachusetts,Middlesex,Estados Unidos
1854,Lowell,MA,Massachusetts,Middlesex,Estados Unidos
1860,Merrimac,MA,Massachusetts,Essex,Estados Unidos
1862,North Billerica,MA,Massachusetts,Middlesex,Estados Unidos
1863,North Chelmsford,MA,Massachusetts,Middlesex,Estados Unidos
1864,North Reading,MA,Massachusetts,Middlesex,Estados Unidos
1867,Reading,MA,Massachusetts,Middlesex,Estados Unidos
1876,Tewksbury,MA,Massachusetts,Middlesex,Estados Unidos
1879,Tyngsboro,MA,Massachusetts,Middlesex,Estados Unidos
1880,Wakefield,MA,Massachusetts,Middlesex,Estados Unidos
1886,Westford,MA,Massachusetts,Middlesex,Estados Unidos
1887,Wilmington,MA,Massachusetts,Middlesex,Estados Unidos
1890,Winchester,MA,Massachusetts,Middlesex,Estados Unidos
1901,Lynn,MA,Massachusetts,Essex,Estados Unidos
1902,Lynn,MA,Massachusetts,Essex,Estados Unidos
1904,Lynn,MA,Massachusetts,Essex,Estados Unidos
1905,Lynn,MA,Massachusetts,Essex,Estados Unidos
1906,Saugus,MA,Massachusetts,Essex,Estados Unidos
1907,Swampscott,MA,Massachusetts,Essex,Estados Unidos
1908,Nahant,MA,Massachusetts,Essex,Estados Unidos
1913,Amesbury,MA,Massachusetts,Essex,Estados Unidos
1915,Beverly,MA,Massachusetts,Essex,Estados Unidos
1921,Boxford,MA,Massachusetts,Essex,Estados Unidos
1922,Byfield,MA,Massachusetts,Essex,Estados Unidos
1923,Danvers,MA,Massachusetts,Essex,Estados Unidos
1929,Essex,MA,Massachusetts,Essex,Estados Unidos
1930,Gloucester,MA,Massachusetts,Essex,Estados Unidos
1937,Hathorne,MA,Massachusetts,Essex,Estados Unidos
1938,Ipswich,MA,Massachusetts,Essex,Estados Unidos
1940,Lynnfield,MA,Massachusetts,Essex,Estados Unidos
1944,Manchester,MA,Massachusetts,Essex,Estados Unidos
1945,Marblehead,MA,Massachusetts,Essex,Estados Unidos
1949,Middleton,MA,Massachusetts,Essex,Estados Unidos
1950,Newburyport,MA,Massachusetts,Essex,Estados Unidos
1951,Newbury,MA,Massachusetts,Essex,Estados Unidos
1952,Salisbury,MA,Massachusetts,Essex,Estados Unidos
1960,Peabody,MA,Massachusetts,Essex,Estados Unidos
1965,Prides Crossing,MA,Massachusetts,Essex,Estados Unidos
